grid_point, number_obs_available, analysis_value
[5, 14],30.0,5470.496209620651
[5, 15],29.0,5479.7294615741375
[5, 16],27.0,5490.046363246832
[5, 17],24.0,5501.532895173151
[5, 18],21.0,5512.818975811609
[5, 19],20.0,5525.035747870332
[5, 20],15.0,5538.484218753281
[5, 21],15.0,5550.72036607039
[6, 0],14.0,5258.2648798125265
[6, 1],12.0,5277.610883365618
[6, 2],16.0,5298.576384156975
[6, 3],17.0,5321.979644938613
[6, 4],18.0,5345.116887107823
[6, 5],23.0,5371.388087832532
[6, 6],23.0,5393.348745866998
[6, 7],26.0,5409.575603520223
[6, 8],28.0,5423.627664772355
[6, 9],28.0,5433.279463675851
[6, 10],27.0,5441.62698423019
[6, 11],29.0,5446.061295628216
[6, 12],33.0,5452.5076065037865
[6, 13],32.0,5460.509810975493
[6, 14],31.0,5468.205013190988
[6, 15],31.0,5476.123561407105
[6, 16],29.0,5485.365383378738
[6, 17],28.0,5495.549392947842
[6, 18],22.0,5505.310749409042
[6, 19],21.0,5516.24750408801
[6, 20],20.0,5530.768869033541
[6, 21],18.0,5547.097342154312
[7, 0],13.0,5249.066193887191
[7, 1],13.0,5270.430796337345
[7, 2],16.0,5292.9654241292865
[7, 3],18.0,5318.9504650257495
[7, 4],21.0,5348.049946173132
[7, 5],21.0,5377.457903482289
[7, 6],24.0,5399.076014959452
[7, 7],29.0,5416.736891451714
[7, 8],30.0,5431.063145231438
[7, 9],29.0,5440.614412299825
[7, 10],31.0,5446.732805307621
[7, 11],33.0,5450.364599830843
[7, 12],36.0,5454.713425627531
[7, 13],35.0,5461.778339851291
[7, 14],37.0,5468.508881072209
[7, 15],34.0,5474.890284182432
[7, 16],32.0,5482.750846568779
[7, 17],30.0,5492.766542470943
[7, 18],29.0,5502.621741900763
[7, 19],24.0,5513.891171734577
[7, 20],23.0,5529.887104575242
[7, 21],19.0,5547.68886039808
[8, 0],14.0,5243.124510778468
[8, 1],14.0,5269.356407573756
[8, 2],15.0,5297.352571768638
[8, 3],16.0,5326.611246204664
[8, 4],19.0,5358.493193054423
[8, 5],21.0,5386.459135247328
[8, 6],24.0,5409.560480672548
[8, 7],29.0,5428.306247832927
[8, 8],30.0,5441.515426364695
[8, 9],30.0,5451.222454968766
[8, 10],34.0,5457.345842846198
[8, 11],32.0,5460.272605841364
[8, 12],38.0,5463.845148328419
[8, 13],38.0,5469.379865751336
[8, 14],37.0,5474.52357769155
[8, 15],38.0,5479.8080229283205
[8, 16],38.0,5487.67933810173
[8, 17],32.0,5495.95587233192
[8, 18],29.0,5505.008089558088
[8, 19],28.0,5516.934504234574
[8, 20],24.0,5531.131997718893
[8, 21],21.0,5550.235050474281
[9, 0],12.0,5242.546988842904
[9, 1],14.0,5269.708899153631
[9, 2],16.0,5301.854298147201
[9, 3],16.0,5336.435856561278
[9, 4],18.0,5373.014305115562
[9, 5],18.0,5400.583243888712
[9, 6],24.0,5424.178711309412
[9, 7],27.0,5443.0655882387
[9, 8],31.0,5455.534080487186
[9, 9],33.0,5466.560589513501
[9, 10],33.0,5470.583123194911
[9, 11],36.0,5473.636390652571
[9, 12],39.0,5476.97501191838
[9, 13],38.0,5480.27732799842
[9, 14],38.0,5483.82067352538
[9, 15],39.0,5490.066039076849
[9, 16],37.0,5497.015639814973
[9, 17],34.0,5503.708843938934
[9, 18],31.0,5511.630811078295
[9, 19],28.0,5525.402138170792
[9, 20],28.0,5541.945379020119
[9, 21],25.0,5561.019994071938
[10, 0],15.0,5241.895497042674
[10, 1],13.0,5275.447287717456
[10, 2],16.0,5309.241663310825
[10, 3],18.0,5348.431509556219
[10, 4],19.0,5386.557290694276
[10, 5],23.0,5417.114188014359
[10, 6],24.0,5442.521248945434
[10, 7],28.0,5461.513754149025
[10, 8],30.0,5475.230755217286
[10, 9],30.0,5484.253123701132
[10, 10],35.0,5489.557339961602
[10, 11],37.0,5492.493478568915
[10, 12],41.0,5494.581711118311
[10, 13],39.0,5497.033532655903
[10, 14],43.0,5500.358008211085
[10, 15],42.0,5506.331431381957
[10, 16],40.0,5512.437193711645
[10, 17],40.0,5521.053829246789
[10, 18],36.0,5529.458508319611
[10, 19],33.0,5543.425800230869
[10, 20],29.0,5559.8030702913275
[10, 21],24.0,5579.6786887012095
[11, 0],15.0,5250.601010417291
[11, 1],14.0,5281.932113541769
[11, 2],15.0,5320.238736287141
[11, 3],19.0,5362.588380292241
[11, 4],17.0,5400.655649232051
[11, 5],22.0,5432.679115158951
[11, 6],26.0,5461.09766577347
[11, 7],30.0,5482.659545213367
[11, 8],33.0,5496.665117964696
[11, 9],34.0,5505.0884972703525
[11, 10],34.0,5510.091967591747
[11, 11],39.0,5513.367495234832
[11, 12],41.0,5517.381712357163
[11, 13],46.0,5521.447302864964
[11, 14],45.0,5526.03851091005
[11, 15],44.0,5530.04333687681
[11, 16],46.0,5537.604853159764
[11, 17],39.0,5546.220293544144
[11, 18],38.0,5556.903347815557
[11, 19],38.0,5570.430473444386
[11, 20],30.0,5584.321119493831
[11, 21],26.0,5602.3749414858985
[12, 0],13.0,5260.367477614526
[12, 1],13.0,5288.262013767972
[12, 2],18.0,5329.241633410142
[12, 3],16.0,5377.489428178988
[12, 4],19.0,5414.44484656393
[12, 5],24.0,5451.14481541789
[12, 6],28.0,5484.749231942732
[12, 7],30.0,5506.404994047428
[12, 8],32.0,5518.75230152102
[12, 9],35.0,5527.5928440110865
[12, 10],39.0,5533.544434357193
[12, 11],40.0,5537.680559541485
[12, 12],41.0,5542.969223496422
[12, 13],44.0,5547.270846697504
[12, 14],46.0,5552.2329839608265
[12, 15],45.0,5559.352694728708
[12, 16],44.0,5566.855077615546
[12, 17],42.0,5575.308113491164
[12, 18],39.0,5586.00027851707
[12, 19],35.0,5599.130255482661
[12, 20],31.0,5612.493601174615
[12, 21],24.0,5628.6976517089815
[13, 0],13.0,5266.807286895694
[13, 1],13.0,5295.218831311816
[13, 2],17.0,5340.8600786758
[13, 3],17.0,5391.3411650063945
[13, 4],22.0,5433.884592333763
[13, 5],26.0,5473.770688256917
[13, 6],28.0,5507.264666405854
[13, 7],30.0,5527.133757759467
[13, 8],31.0,5539.599116116593
[13, 9],37.0,5550.5275067612865
[13, 10],38.0,5558.079431953891
[13, 11],41.0,5564.279695046049
[13, 12],44.0,5569.872065773396
[13, 13],45.0,5574.919587273813
[13, 14],47.0,5580.656301113497
[13, 15],47.0,5588.9215550858935
[13, 16],45.0,5597.3134420624065
[13, 17],42.0,5606.196289085054
[13, 18],38.0,5616.3460752339215
[13, 19],34.0,5628.2683442507805
[13, 20],32.0,5640.158986462847
[13, 21],30.0,5656.3183264613335
[14, 0],13.0,5272.329606101051
[14, 1],15.0,5307.432241244891
[14, 2],17.0,5356.219399176491
[14, 3],18.0,5407.157174393274
[14, 4],23.0,5453.741259061907
[14, 5],24.0,5494.867403680003
[14, 6],29.0,5526.761063047371
[14, 7],35.0,5550.4504311594765
[14, 8],38.0,5563.003582274998
[14, 9],39.0,5575.568424525118
[14, 10],42.0,5582.630262209245
[14, 11],44.0,5590.083606045991
[14, 12],43.0,5596.038467537869
[14, 13],45.0,5602.786262880039
[14, 14],48.0,5610.044962786387
[14, 15],48.0,5617.799480784715
[14, 16],46.0,5626.306444658677
[14, 17],42.0,5635.4290179426125
[14, 18],39.0,5644.752177431049
[14, 19],34.0,5655.249405135688
[14, 20],33.0,5668.5143649325455
[14, 21],27.0,5685.119639511642
[15, 0],15.0,5283.862630648061
[15, 1],16.0,5322.925831676174
[15, 2],19.0,5371.541292730783
[15, 3],21.0,5425.34730947114
[15, 4],24.0,5474.777831859663
[15, 5],26.0,5518.697148043728
[15, 6],30.0,5548.498354000278
[15, 7],34.0,5572.785879789137
[15, 8],39.0,5589.197161822066
[15, 9],39.0,5599.11759692931
[15, 10],44.0,5607.918208512849
[15, 11],43.0,5617.169340838705
[15, 12],46.0,5623.655950844816
[15, 13],46.0,5630.477376706938
[15, 14],45.0,5637.861553016609
[15, 15],45.0,5646.077543038257
[15, 16],44.0,5654.9873453838545
[15, 17],42.0,5663.670300865487
[15, 18],38.0,5671.910611796249
[15, 19],34.0,5681.382703563494
[15, 20],32.0,5694.511867454263
[15, 21],28.0,5707.129128397249
[16, 0],16.0,5299.930393986887
[16, 1],19.0,5341.596580426175
[16, 2],21.0,5395.694789715026
[16, 3],26.0,5448.120245397339
[16, 4],28.0,5499.7876881942575
[16, 5],28.0,5540.786255611945
[16, 6],33.0,5570.240935615702
[16, 7],35.0,5595.358413595729
[16, 8],40.0,5613.2399691055825
[16, 9],42.0,5623.307437112831
[16, 10],46.0,5634.479153800478
[16, 11],49.0,5643.312501750371
[16, 12],46.0,5651.177506997216
[16, 13],49.0,5657.457728457905
[16, 14],49.0,5664.949860236262
[16, 15],45.0,5672.964272720175
[16, 16],43.0,5681.4439943858215
[16, 17],39.0,5690.174101086792
[16, 18],36.0,5697.160907743503
[16, 19],33.0,5705.873458285137
[16, 20],26.0,5715.311611063734
[16, 21],26.0,5726.584641963262
[17, 0],18.0,5319.542345542909
[17, 1],20.0,5371.131344579983
[17, 2],22.0,5421.714831054457
[17, 3],28.0,5474.657592755117
[17, 4],30.0,5523.93528348234
[17, 5],32.0,5561.859182918773
[17, 6],37.0,5592.729164493034
[17, 7],39.0,5618.368437828221
[17, 8],41.0,5634.6081017386405
[17, 9],43.0,5646.455794585106
[17, 10],48.0,5657.050167836024
[17, 11],50.0,5666.499944797021
[17, 12],47.0,5675.518231623325
[17, 13],48.0,5682.932766453887
[17, 14],51.0,5691.477783662927
[17, 15],49.0,5699.506728751175
[17, 16],45.0,5707.09556749401
[17, 17],39.0,5713.737509009722
[17, 18],36.0,5721.10067667057
[17, 19],31.0,5728.476504984925
[17, 20],29.0,5734.589568248314
[17, 21],23.0,5744.4742905798985
[18, 0],18.0,5350.642193158472
[18, 1],22.0,5398.858197389226
[18, 2],25.0,5450.937629815982
[18, 3],28.0,5501.03761034995
[18, 4],32.0,5546.44963612392
[18, 5],34.0,5583.005011318362
[18, 6],37.0,5611.795796154295
[18, 7],36.0,5634.230790081587
[18, 8],41.0,5651.849426040126
[18, 9],46.0,5665.359940392176
[18, 10],49.0,5677.449724152791
[18, 11],53.0,5690.189004639437
[18, 12],50.0,5700.935937338595
[18, 13],50.0,5708.97279706423
[18, 14],51.0,5717.120383347412
[18, 15],47.0,5724.542516790161
[18, 16],43.0,5731.671299102543
[18, 17],38.0,5737.5296528567715
[18, 18],34.0,5742.960773385284
[18, 19],32.0,5748.071820697275
[18, 20],28.0,5753.225540159079
[18, 21],23.0,5761.48348455252
[19, 0],20.0,5380.440294745148
[19, 1],23.0,5426.654534435274
[19, 2],27.0,5476.519193414255
[19, 3],29.0,5521.498347469201
[19, 4],30.0,5564.40829474622
[19, 5],30.0,5598.305865059922
[19, 6],34.0,5624.028898482981
[19, 7],39.0,5645.555953930609
[19, 8],40.0,5664.8710155484005
[19, 9],41.0,5680.222601721126
[19, 10],49.0,5694.949533767904
[19, 11],48.0,5709.094887663294
[19, 12],47.0,5720.13316267545
[19, 13],45.0,5729.249535765512
[19, 14],46.0,5737.53466067862
[19, 15],45.0,5744.640402397498
[19, 16],43.0,5751.238966366127
[19, 17],37.0,5756.251944013789
[19, 18],36.0,5761.214567750388
[19, 19],32.0,5766.34308123755
[19, 20],29.0,5771.9272410373
[19, 21],24.0,5777.507698871067
[20, 0],20.0,5408.095010972003
[20, 1],23.0,5450.580601303983
[20, 2],25.0,5496.387293985667
[20, 3],28.0,5536.949099920255
[20, 4],33.0,5576.187007363825
[20, 5],32.0,5610.9090137803405
[20, 6],30.0,5634.412952006736
[20, 7],37.0,5655.195643470585
[20, 8],40.0,5674.487759079717
[20, 9],42.0,5691.732917140484
[20, 10],46.0,5708.219881283148
[20, 11],48.0,5722.848013378848
[20, 12],46.0,5734.75664262274
[20, 13],43.0,5744.580437090753
[20, 14],44.0,5753.601040116052
[20, 15],47.0,5763.094652853368
[20, 16],46.0,5771.173357702896
[20, 17],42.0,5777.512270596539
[20, 18],38.0,5783.679255553345
[20, 19],33.0,5788.931399375372
[20, 20],28.0,5791.378085110317
[20, 21],28.0,5795.709871449646
[21, 0],19.0,5431.140481922999
[21, 1],24.0,5470.513578075229
[21, 2],25.0,5511.748867729051
[21, 3],27.0,5550.033354728644
[21, 4],33.0,5586.377542692697
[21, 5],33.0,5620.279897529702
[21, 6],32.0,5642.131135431771
[21, 7],34.0,5663.010818646894
[21, 8],40.0,5682.962022716001
[21, 9],42.0,5701.078722063505
[21, 10],42.0,5717.557461678766
[21, 11],44.0,5732.594303579368
[21, 12],44.0,5745.666640754873
[21, 13],43.0,5757.457192533389
[21, 14],42.0,5769.273276220661
[21, 15],43.0,5779.984977723757
[21, 16],41.0,5789.608450870595
[21, 17],38.0,5797.73463490653
[21, 18],36.0,5804.201867438432
[21, 19],29.0,5808.17184407622
[21, 20],29.0,5811.325178618413
[21, 21],26.0,5815.961880686075
[22, 0],18.0,5450.713656173089
[22, 1],23.0,5484.921156788166
[22, 2],23.0,5524.299118121339
[22, 3],26.0,5560.756394710349
[22, 4],29.0,5596.469301489568
[22, 5],30.0,5624.817418687103
[22, 6],30.0,5648.008404595229
[22, 7],32.0,5669.565843597544
[22, 8],34.0,5689.540057394586
[22, 9],37.0,5707.399396476641
[22, 10],40.0,5725.19985657683
[22, 11],41.0,5740.106757440984
[22, 12],43.0,5756.363026629478
[22, 13],45.0,5771.196662725409
[22, 14],43.0,5784.315859177073
[22, 15],39.0,5795.048939154057
[22, 16],39.0,5804.866287781472
[22, 17],33.0,5813.986938018372
[22, 18],31.0,5820.541484643689
[22, 19],27.0,5825.7333776735395
[22, 20],25.0,5829.581243680751
[22, 21],23.0,5833.509272494087
[23, 0],18.0,5464.6513505180565
[23, 1],22.0,5497.37255400609
[23, 2],23.0,5534.7573573458685
[23, 3],24.0,5568.052883516398
[23, 4],26.0,5600.70234930269
[23, 5],27.0,5627.4495663914395
[23, 6],30.0,5651.032698098545
[23, 7],31.0,5672.871932350293
[23, 8],32.0,5693.58049044552
[23, 9],31.0,5711.506260266549
[23, 10],36.0,5729.72637456874
[23, 11],37.0,5747.133462214644
[23, 12],42.0,5765.558848415142
[23, 13],39.0,5782.66769439311
[23, 14],35.0,5797.370915556
[23, 15],34.0,5808.620561504828
[23, 16],32.0,5818.5433016124225
[23, 17],29.0,5827.078509170267
[23, 18],28.0,5832.858640861067
[23, 19],25.0,5837.555053758894
[23, 20],24.0,5842.051416858778
[23, 21],20.0,5847.759036768141
[24, 0],16.0,5476.231171625818
[24, 1],19.0,5506.014464338647
[24, 2],22.0,5540.4545375106245
[24, 3],23.0,5572.1427208747755
[24, 4],26.0,5603.085744270511
[24, 5],27.0,5630.229000272099
[24, 6],28.0,5653.501161112187
[24, 7],31.0,5674.63176251523
[24, 8],31.0,5696.334056758993
[24, 9],33.0,5714.454241330075
[24, 10],35.0,5734.0207868430525
[24, 11],36.0,5753.974703521502
[24, 12],38.0,5774.606146002304
[24, 13],38.0,5792.35390254156
[24, 14],34.0,5806.731739667226
[24, 15],31.0,5818.53775253928
[24, 16],30.0,5828.724603261792
[24, 17],24.0,5836.977105055053
[24, 18],23.0,5842.873178491903
[24, 19],24.0,5848.724074099733
[24, 20],22.0,5854.395043271608
[24, 21],18.0,5858.502790287896
[25, 0],14.0,5484.32766170202
[25, 1],18.0,5513.375817898834
[25, 2],20.0,5543.756865135224
[25, 3],24.0,5574.020776680795
[25, 4],26.0,5605.239899788405
[25, 5],26.0,5632.29201701319
[25, 6],24.0,5655.117557476629
[25, 7],27.0,5674.601230047624
[25, 8],28.0,5696.531557742695
[25, 9],30.0,5716.735648927322
[25, 10],32.0,5738.619835747773
[25, 11],34.0,5760.610582981292
[25, 12],32.0,5783.058194067101
[25, 13],32.0,5801.514669011969
[25, 14],29.0,5816.386387781811
[25, 15],28.0,5827.307445556163
[25, 16],27.0,5837.506446585453
[25, 17],23.0,5845.201112715757
[25, 18],23.0,5851.778803024277
[25, 19],17.0,5858.059223843138
[25, 20],14.0,5861.872075833399
[25, 21],13.0,5866.18976048555
[26, 0],13.0,5490.496469411875
[26, 1],15.0,5515.715453890118
[26, 2],17.0,5544.957697339138
[26, 3],21.0,5575.1015181760395
[26, 4],22.0,5605.887616843945
[26, 5],23.0,5630.166417863373
[26, 6],24.0,5654.304690917667
[26, 7],22.0,5673.715785313215
[26, 8],27.0,5695.310684636305
[26, 9],28.0,5717.6279528149
[26, 10],29.0,5742.381813061775
[26, 11],28.0,5766.372516740782
[26, 12],30.0,5789.0299223088105
[26, 13],25.0,5810.0548602812805
[26, 14],24.0,5823.555748296911
[26, 15],23.0,5834.97905446911
[26, 16],20.0,5845.122185030006
[26, 17],18.0,5852.040998005124
[26, 18],17.0,5857.945624066947
[26, 19],14.0,5862.671158946892
[26, 20],14.0,5866.180120509032
[26, 21],10.0,5871.159729170119
[27, 0],12.0,5491.22500010312
[27, 1],14.0,5517.522594811526
[27, 2],16.0,5545.757360455104
[27, 3],19.0,5573.145791145342
[27, 4],20.0,5601.304937381267
[27, 5],20.0,5627.736117028009
[27, 6],21.0,5652.897685976458
[27, 7],21.0,5672.201221564677
[27, 8],24.0,5693.67791082321
[27, 9],25.0,5717.173018616727
[27, 10],27.0,5744.439804360841
[27, 11],27.0,5770.597163099317
[27, 12],26.0,5795.132161214473
[27, 13],22.0,5815.136815769963
[27, 14],22.0,5830.7058818526575
[27, 15],19.0,5841.693272998219
[27, 16],18.0,5850.3551130208025
[27, 17],17.0,5856.919104663139
[27, 18],15.0,5862.232677279265
[27, 19],13.0,5866.361075689042
[27, 20],12.0,5870.065005377764
[27, 21],9.0,5873.0523014706405
