grid_point, diff2-1, diff3-1, diff3-2
[12, 3],-33.53534947726348,-18.744074680545054,14.791274796718426
[12, 4],-30.257462940658115,-25.187391981928158,5.070070958729957
[12, 5],-23.85849033086015,-23.25656821719076,0.6019221136693886
[12, 6],-14.99092490923249,-18.04567143130953,-3.054746522077039
[12, 7],-10.111108632106152,-9.553480825523366,0.5576278065827864
[12, 8],-7.734096302830949,-0.3499756276551125,7.384120675175836
[12, 9],-7.231301604227156,2.004459318105546,9.235760922332702
[12, 10],-10.8399142409271,-3.6941926166055055,7.145721624321595
[12, 11],-15.845812071950604,-13.620285194181633,2.2255268777689707
[12, 12],-22.622115242410473,-27.539748316284204,-4.917633073873731
[12, 13],-31.41670170828729,-39.430027111725394,-8.013325403438103
[12, 14],-41.10698793112988,-55.36963833757909,-14.262650406449211
[12, 15],-50.73405310241287,-78.75413757613114,-28.02008447371827
[12, 16],-59.844505211583964,-109.87344990575275,-50.028944694168786
[12, 17],-62.835808396629545,-129.4229516301848,-66.58714323355525
[12, 18],-57.97591206535253,-120.20969843201601,-62.23378636666348
[12, 19],-46.02946554389746,-85.41658637388173,-39.38712082998427
[12, 20],-31.520580224918376,-56.27929855556795,-24.75871833064957
[12, 21],-15.325381931769698,-33.035671292132065,-17.710289360362367
[13, 0],-115.28384890577854,-120.06892575299207,-4.785076847213531
[13, 1],-91.16107366778397,-73.05843659690254,18.10263707088143
[13, 2],-63.89364518962793,-45.791008118746504,18.10263707088143
[13, 3],-39.4743341732692,-24.57426622903131,14.90006794423789
[13, 4],-28.010389338796813,-15.567354201116359,12.443035137680454
[13, 5],-21.158055265094845,-15.364839155930895,5.79321610916395
[13, 6],-13.03474122159787,-12.81250067570818,0.2222405458896901
[13, 7],-9.022598012612434,-10.660174404512873,-1.6375763919004385
[13, 8],-6.050517270896307,-1.797014057557135,4.253503213339172
[13, 9],-3.439589763223921,5.681644859216249,9.12123462244017
[13, 10],-4.228958965702077,3.9082818339038568,8.137240799605934
[13, 11],-7.623015271279655,-3.525735825565789,4.097279445713866
[13, 12],-13.59973730945785,-7.464047639554337,6.135689669903513
[13, 13],-22.107108363171392,-13.75414359410479,8.352964769066602
[13, 14],-30.798267316820784,-31.49559463850983,-0.6973273216890448
[13, 15],-38.54501210469516,-61.04288980808542,-22.49787770339026
[13, 16],-44.213978220732315,-88.91007474897833,-44.69609652824602
[13, 17],-48.50866414231314,-103.52524708887995,-55.016582946566814
[13, 18],-43.89071609112307,-99.14457957581544,-55.253863484692374
[13, 19],-31.742039932991247,-66.27086169915128,-34.528821766160036
[13, 20],-13.547861850046502,-33.923888299069404,-20.376026449022902
[13, 21],7.710640476506342,-5.743492120086557,-13.454132596592899
[14, 0],-137.80820926247725,-197.37054792554318,-59.56233866306593
[14, 1],-102.91861564911142,-144.35149383005864,-41.43287818094723
[14, 2],-76.62075949452628,-60.54903803603793,16.071721458488355
[14, 3],-48.27476510825272,-35.83172997057227,12.443035137680454
[14, 4],-27.258008924020942,-14.814973786340488,12.443035137680454
[14, 5],-21.76293775954764,-15.241944269823762,6.520993489723878
[14, 6],-14.449539550582813,-13.142995765559135,1.3065437850236776
[14, 7],-8.339510489861823,-9.499942377849948,-1.1604318879881248
[14, 8],-4.079355748317539,-3.0211219063312456,1.0582338419862936
[14, 9],-0.5314436339422173,5.55048630805868,6.081929942000897
[14, 10],1.66353317890389,8.671351270619198,7.007818091715308
[14, 11],0.6293208511224293,9.478464994905153,8.849144143782723
[14, 12],-3.3610513116209404,10.787312559895327,14.148363871516267
[14, 13],-9.091692035568485,7.848205244395103,16.93989727996359
[14, 14],-14.12703313827933,-6.282675147467671,7.844357990811659
[14, 15],-19.975958306001303,-33.628649987233075,-13.652691681231772
[14, 16],-24.36322183944958,-59.69407514024624,-35.33085330079666
[14, 17],-24.12934422989747,-66.77715234553125,-42.64780811563378
[14, 18],-19.66961027492289,-59.071118351912446,-39.40150807698956
[14, 19],-7.147647289001725,-30.14078408838577,-22.993136799384047
[14, 20],10.060312243601402,2.019361304107406,-8.040950939493996
[14, 21],28.61621798314809,29.83530533641624,1.2190873532681508
[15, 0],-148.66846754016387,-208.2308062032298,-59.56233866306593
[15, 1],-110.74003779886243,-170.30237646192836,-59.56233866306593
[15, 2],-81.18125098144174,-98.91595176112332,-17.73470077968159
[15, 3],-55.31503334489571,-48.5431676819735,6.77186566292221
[15, 4],-31.503087685258834,-22.053843817867346,9.449243867391488
[15, 5],-23.3758174447521,-15.633697606604073,7.742119838148028
[15, 6],-18.261847276940898,-15.845141178733684,2.4167060982072144
[15, 7],-10.788827207365102,-16.232343885681075,-5.443516678315973
[15, 8],-4.342615717626359,-10.96055596572387,-6.617940248097511
[15, 9],1.0118343668937086,-0.13622778358421783,-1.1480621504779265
[15, 10],5.560117169992736,7.633507663972523,2.0733904939797867
[15, 11],7.306816053958755,16.826137155628203,9.519321101669448
[15, 12],7.628356788723977,23.311049504275616,15.682692715551639
[15, 13],5.101992010474532,24.881330263695418,19.779338253220885
[15, 14],1.6941306949074715,11.453247163168271,9.7591164682608
[15, 15],-1.2710542342301778,-5.463700687031633,-4.192646452801455
[15, 16],-3.7155828824497803,-24.045059268663863,-20.329476386214083
[15, 17],-1.938864610838209,-26.811505070082603,-24.872640459244394
[15, 18],3.310878014833179,-17.5532990812726,-20.864177096105777
[15, 19],14.9913362887537,11.01936897829546,-3.97196731045824
[15, 20],30.423117853451913,42.14090422667141,11.717786373219496
[15, 21],48.66735233346844,72.03315287581427,23.365800542345823
[16, 0],-148.2244856274774,-184.97332978963186,-36.748844162154455
[16, 1],-115.68181518445726,-135.47875736758124,-19.796942183123974
[16, 2],-82.13336179286125,-85.5688907676722,-3.43552897481095
[16, 3],-58.543145932188054,-57.819945772602296,0.7232001595857582
[16, 4],-35.19201107659774,-31.327540079844766,3.8644709967529707
[16, 5],-26.84982956706881,-19.896857957955035,6.952971609113774
[16, 6],-21.21711872936521,-25.41251378252673,-4.195395053161519
[16, 7],-12.809717735349295,-31.157296987526934,-18.34757925217764
[16, 8],-5.37787744983234,-20.051811666231515,-14.673934216399175
[16, 9],0.8032716369443733,-5.828292085067005,-6.631563722011379
[16, 10],6.696532369905981,4.957105323473115,-1.7394270464328656
[16, 11],12.584099813017929,17.462306456041915,4.8782066430239865
[16, 12],14.203734622610682,25.683583114349858,11.479848491739176
[16, 13],15.903349049109238,32.499342497812904,16.595993448703666
[16, 14],14.884101324902076,27.224085132194887,12.33998380729281
[16, 15],14.369179872256609,17.42293744734161,3.053757575085001
[16, 16],13.205716055013909,8.428387393326375,-4.777328661687534
[16, 17],16.258923500934543,10.525604815746192,-5.733318685188351
[16, 18],22.775109977560533,18.391189095984373,-4.3839208815761594
[16, 19],33.56653249167721,47.650337330286675,14.083804838609467
[16, 20],47.78368813716406,77.8733803218638,30.089692184699743
[16, 21],61.783901425073964,100.08502518651676,38.301123761442796
[17, 0],-137.10316668933683,-135.75025208278385,1.3529146065529858
[17, 1],-112.3672653732956,-92.33556555837549,20.031699814920103
[17, 2],-78.87260152737235,-58.3420098624656,20.53059166490675
[17, 3],-54.07551686626266,-53.82188530865733,0.2536315576053312
[17, 4],-34.9488887653597,-36.24148644906836,-1.2925976837086637
[17, 5],-28.77142689714492,-33.8843941649975,-5.112967267852582
[17, 6],-22.592998004224683,-46.16344357875005,-23.570445574525365
[17, 7],-12.984967612383116,-38.933907922712024,-25.948940310328908
[17, 8],-5.116294049088538,-27.07614752452082,-21.959853475432283
[17, 9],0.5354746329248883,-9.836244219016407,-10.371718851941296
[17, 10],7.305460005534769,3.5230393381634713,-3.782420667371298
[17, 11],14.477023720138277,14.390333975552494,-0.08668974458578305
[17, 12],18.84981577857525,24.254310963378884,5.404495184803636
[17, 13],22.664425692581972,32.97351662408255,10.309090931500577
[17, 14],25.04352502796337,38.5236548914927,13.480129863529328
[17, 15],26.883828903741232,36.379088780528946,9.495259876787713
[17, 16],28.56096807619997,36.501360845599265,7.9403927693992955
[17, 17],32.62452006924286,40.48673201988004,7.862211950637175
[17, 18],39.59724394123714,47.27177705593931,7.674533114702172
[17, 19],49.27135505991646,67.67936780852506,18.4080127486086
[17, 20],61.19408040824874,101.8453502761522,40.651269867903466
[17, 21],73.66773260846185,122.46126299334173,48.79353038487989
[18, 0],-129.58264316421992,-94.90133481698467,34.681308347235245
[18, 1],-102.4487216086527,-51.04359364487118,51.405127963781524
[18, 2],-73.54006351172302,-43.735844586305575,29.804218925417445
[18, 3],-47.41156615887121,-39.13979643985931,8.2717697190119
[18, 4],-31.646297668279658,-34.89625643564614,-3.249958767366479
[18, 5],-25.352023991848,-37.614635994024866,-12.262612002176866
[18, 6],-18.696023062686436,-40.00847237265316,-21.312449309966723
[18, 7],-9.90214740846477,-31.05450995519186,-21.15236254672709
[18, 8],-3.4971657464529926,-23.75980034754957,-20.26263460109658
[18, 9],1.3921858784688084,-9.469157204899602,-10.86134308336841
[18, 10],7.515852570691095,3.627783152241136,-3.888069418449959
[18, 11],14.79576568016273,14.937573824962783,0.1418081448000521
[18, 12],22.534109485918634,22.677953524527766,0.14384403860913153
[18, 13],28.53472953137225,31.674419245488025,3.139689714115775
[18, 14],32.30553080117261,40.72511617449891,8.4195853733263
[18, 15],35.71080958293987,49.222495686029106,13.511686103089232
[18, 16],38.493589634340424,54.06481317146245,15.571223537122023
[18, 17],42.941913201379975,57.803420755121806,14.86150755374183
[18, 18],49.84700350070216,62.259469381765484,12.412465881063326
[18, 19],59.5639129891706,76.36206561618383,16.798152627013224
[18, 20],70.57521701882888,105.12574801903975,34.55053100021087
[18, 21],80.75436096355588,126.66134199328917,45.90698102973329
[19, 0],-123.13907225580351,-67.31025264806249,55.828819607741025
[19, 1],-90.83920328418571,-30.185120181777165,60.65408310240855
[19, 2],-62.94408092499816,-23.70998434350713,39.23409658149103
[19, 3],-38.004940085425005,-33.919042958277714,4.085897127147291
[19, 4],-24.391814483357848,-34.96940291292867,-10.577588429570824
[19, 5],-17.015487775317524,-33.90223666334987,-16.886748888032344
[19, 6],-11.834121175025757,-29.926864909512005,-18.09274373448625
[19, 7],-5.808592693960236,-22.160284973034322,-16.351692279074086
[19, 8],-0.37908465104646893,-13.228449001141598,-12.84936435009513
[19, 9],4.2033469729512944,-3.6583628436947038,-7.861709816645998
[19, 10],8.862657501679678,6.565784263752903,-2.296873237926775
[19, 11],16.00789988397537,16.014347513022585,0.006447629047215742
[19, 12],24.3429607859689,23.634942293592758,-0.7080184923761408
[19, 13],32.76444818123946,33.682156441348525,0.917708260109066
[19, 14],38.08467850136367,45.079064536169426,6.994386034805757
[19, 15],41.820913827403274,54.2982552501453,12.477341422742029
[19, 16],45.07780544812158,61.21313982954598,16.1353343814244
[19, 17],48.22559697674842,64.38765503939248,16.162058062644064
