grid_point, number_obs_available, analysis_value
[6, 7],4.0,5388.307056508592
[6, 8],4.0,5389.573913421894
[6, 9],3.0,5392.696430743219
[6, 10],5.0,5396.036287988939
[6, 11],6.0,5398.688470661928
[6, 12],5.0,5403.67664674212
[6, 13],5.0,5409.9967201728305
[6, 14],6.0,5418.542120479024
[6, 15],6.0,5425.178724864605
[6, 16],5.0,5436.899507942139
[6, 17],4.0,5457.671020432336
[6, 18],5.0,5507.287330880237
[6, 19],5.0,5553.401529363737
[6, 20],4.0,5596.006166552373
[6, 21],3.0,5628.801025153362
[7, 0],2.0,5159.071688672292
[7, 1],1.0,5187.907305178847
[7, 2],1.0,5222.815836610402
[7, 3],1.0,5257.478976661581
[7, 4],3.0,5305.853468346602
[7, 5],2.0,5352.541109600794
[7, 6],1.0,5380.396408080575
[7, 7],3.0,5396.072405408506
[7, 8],4.0,5406.789191769153
[7, 9],3.0,5413.101193060112
[7, 10],4.0,5418.095113765575
[7, 11],5.0,5419.323481008613
[7, 12],6.0,5416.547118766422
[7, 13],5.0,5418.990882232311
[7, 14],4.0,5421.723033003846
[7, 15],5.0,5424.158976052606
[7, 16],6.0,5429.919265754435
[7, 17],6.0,5455.157843313646
[7, 18],5.0,5502.626462308788
[7, 19],5.0,5547.173110875295
[7, 20],3.0,5583.794193412136
[7, 21],2.0,5615.488028139199
[8, 0],2.0,5178.5324208165675
[8, 1],2.0,5192.288835463632
[8, 2],1.0,5225.912498295526
[8, 3],2.0,5267.0015862207065
[8, 4],1.0,5309.653392017291
[8, 5],2.0,5348.086794755957
[8, 6],3.0,5381.588915891238
[8, 7],4.0,5407.063680775754
[8, 8],2.0,5422.35359102967
[8, 9],2.0,5431.874007095564
[8, 10],5.0,5434.356988784574
[8, 11],5.0,5433.659364596161
[8, 12],8.0,5432.304194645381
[8, 13],7.0,5424.1086405742435
[8, 14],7.0,5421.750046454743
[8, 15],8.0,5422.270445634158
[8, 16],5.0,5424.740226158312
[8, 17],5.0,5445.376619802387
[8, 18],5.0,5488.759599637932
[8, 19],5.0,5530.018824380411
[8, 20],4.0,5566.504545645646
[8, 21],3.0,5597.928851121167
[9, 0],2.0,5187.385192265185
[9, 1],2.0,5224.659028566812
[9, 2],2.0,5261.492881312765
[9, 3],2.0,5285.7477029640595
[9, 4],1.0,5324.266556206525
[9, 5],1.0,5360.158820152932
[9, 6],2.0,5393.952882507402
[9, 7],3.0,5423.623989086406
[9, 8],3.0,5442.982805609845
[9, 9],5.0,5453.10537517391
[9, 10],6.0,5450.899589150093
[9, 11],6.0,5447.537170350479
[9, 12],8.0,5436.753429515324
[9, 13],8.0,5427.170335110346
[9, 14],6.0,5419.117017069853
[9, 15],6.0,5417.068135836854
[9, 16],5.0,5419.771143689725
[9, 17],6.0,5427.564404685092
[9, 18],5.0,5467.169221661335
[9, 19],5.0,5509.392472214223
[9, 20],4.0,5549.328747452378
[9, 21],3.0,5579.114299021429
[10, 0],2.0,5191.166359082732
[10, 1],2.0,5233.610585180797
[10, 2],2.0,5271.814739105451
[10, 3],2.0,5307.187825910409
[10, 4],2.0,5341.930015570671
[10, 5],1.0,5379.961615337774
[10, 6],1.0,5413.524077190677
[10, 7],3.0,5447.208649710263
[10, 8],4.0,5470.334179003274
[10, 9],5.0,5475.485788776291
[10, 10],6.0,5473.150076080042
[10, 11],10.0,5465.9699604917605
[10, 12],7.0,5452.784029589734
[10, 13],8.0,5440.6400333802585
[10, 14],7.0,5428.794649603775
[10, 15],7.0,5423.225415079336
[10, 16],6.0,5416.126012045072
[10, 17],4.0,5417.906430427847
[10, 18],6.0,5449.092028901807
[10, 19],5.0,5494.367361977892
[10, 20],5.0,5531.955249875373
[10, 21],3.0,5560.783379309386
[11, 0],2.0,5196.4333170994605
[11, 1],2.0,5241.1224023508175
[11, 2],1.0,5291.023906255278
[11, 3],2.0,5332.059084278639
[11, 4],2.0,5363.9714727153205
[11, 5],1.0,5398.122195645101
[11, 6],2.0,5434.915620959693
[11, 7],4.0,5473.753176314831
[11, 8],5.0,5497.457812991671
[11, 9],5.0,5502.131982321922
[11, 10],6.0,5498.656721095839
[11, 11],7.0,5492.302635886649
[11, 12],9.0,5480.530354493454
[11, 13],7.0,5469.371678293603
[11, 14],7.0,5460.943684665308
[11, 15],8.0,5445.277777929658
[11, 16],6.0,5424.171056981172
[11, 17],4.0,5420.457100437508
[11, 18],4.0,5453.393903009446
[11, 19],4.0,5491.250282245275
[11, 20],4.0,5524.583726427199
[11, 21],3.0,5562.591468065725
[12, 0],2.0,5188.083734140164
[12, 1],1.0,5234.011727490833
[12, 2],1.0,5295.352122166486
[12, 3],3.0,5358.745353498443
[12, 4],3.0,5389.257454582002
[12, 5],3.0,5427.888247200699
[12, 6],3.0,5466.703560511422
[12, 7],4.0,5496.8515132219045
[12, 8],4.0,5518.402325893365
[12, 9],6.0,5529.597303329192
[12, 10],7.0,5529.850241740587
[12, 11],8.0,5524.060274347304
[12, 12],9.0,5515.429475180138
[12, 13],10.0,5507.840819585778
[12, 14],8.0,5496.863345623247
[12, 15],8.0,5480.598557152577
[12, 16],9.0,5456.981627709793
[12, 17],6.0,5445.885161860979
[12, 18],4.0,5465.790580085054
[12, 19],6.0,5513.713669108779
[12, 20],4.0,5556.214302619047
[12, 21],4.0,5595.6619804168495
[13, 0],2.0,5146.738361142702
[13, 1],1.0,5222.160394714913
[13, 2],1.0,5295.069070557053
[13, 3],2.0,5366.766898777363
[13, 4],1.0,5418.317238132647
[13, 5],2.0,5458.405849100986
[13, 6],2.0,5494.452165730146
[13, 7],5.0,5516.473583354954
[13, 8],4.0,5537.802102059036
[13, 9],4.0,5556.209151620503
[13, 10],7.0,5561.987713787795
[13, 11],9.0,5560.753959220483
[13, 12],9.0,5562.408018133841
[13, 13],8.0,5561.165443679708
[13, 14],11.0,5549.160706474987
[13, 15],8.0,5527.878665277808
[13, 16],6.0,5508.403367313428
[13, 17],6.0,5502.671041996174
[13, 18],7.0,5517.201495658106
[13, 19],4.0,5561.997482551629
[13, 20],3.0,5606.235098163777
[13, 21],3.0,5650.574834341247
[14, 0],1.0,5074.959058175507
[14, 1],2.0,5163.080747414832
[14, 2],2.0,5295.670361140453
[14, 3],1.0,5371.325444422701
[14, 4],1.0,5438.926285275566
[14, 5],2.0,5479.625459410179
[14, 6],2.0,5513.618067281812
[14, 7],3.0,5540.9504887816265
[14, 8],4.0,5559.982460368667
[14, 9],6.0,5581.118910833176
[14, 10],5.0,5591.3016134798645
[14, 11],7.0,5599.562071040896
[14, 12],8.0,5606.825780097764
[14, 13],7.0,5610.6344681244345
[14, 14],8.0,5603.76228763892
[14, 15],8.0,5584.170830797482
[14, 16],7.0,5566.612369518431
[14, 17],6.0,5568.651865597081
[14, 18],7.0,5585.6810590791365
[14, 19],5.0,5625.108621047302
[14, 20],5.0,5670.533726236653
[14, 21],5.0,5714.954944848058
[15, 0],1.0,5075.631824444831
[15, 1],1.0,5152.623455214246
[15, 2],2.0,5272.62534096966
[15, 3],2.0,5376.804141789166
[15, 4],2.0,5452.723988041796
[15, 5],3.0,5503.063450437124
[15, 6],2.0,5532.653212821544
[15, 7],4.0,5556.553535903456
[15, 8],3.0,5578.236605856342
[15, 9],7.0,5598.981369145726
[15, 10],6.0,5615.551716176821
[15, 11],7.0,5633.995477994333
[15, 12],8.0,5646.967000349092
[15, 13],10.0,5655.358706970634
[15, 14],9.0,5649.314800179777
[15, 15],9.0,5640.613842351226
[15, 16],12.0,5630.942286115191
[15, 17],6.0,5636.858795795404
[15, 18],9.0,5654.357312714977
[15, 19],6.0,5692.4020725417895
[15, 20],7.0,5736.652771680934
[15, 21],5.0,5779.162281273063
[16, 0],2.0,5114.957064197255
[16, 1],3.0,5206.117823058594
[16, 2],3.0,5310.125898947354
[16, 3],2.0,5390.300299624737
[16, 4],2.0,5468.460148114413
[16, 5],2.0,5520.88939765399
[16, 6],4.0,5544.8284218331755
[16, 7],5.0,5564.201116608202
[16, 8],4.0,5593.188157439351
[16, 9],5.0,5617.479145027764
[16, 10],6.0,5639.4362591239515
[16, 11],9.0,5660.774808206413
[16, 12],7.0,5676.861090111566
[16, 13],10.0,5689.957070955718
[16, 14],9.0,5692.173945368457
[16, 15],11.0,5690.387210167517
[16, 16],9.0,5689.872381779148
[16, 17],8.0,5700.699705902538
[16, 18],6.0,5715.552096839488
[16, 19],8.0,5753.523795615423
[16, 20],7.0,5793.184991385598
[16, 21],5.0,5826.669667149778
[17, 0],3.0,5183.792093460125
[17, 1],3.0,5278.795779021608
[17, 2],2.0,5363.3728211919915
[17, 3],2.0,5420.835707446459
[17, 4],1.0,5487.693797033272
[17, 5],3.0,5527.974788753775
[17, 6],3.0,5546.565720914284
[17, 7],3.0,5579.434529905509
[17, 8],6.0,5607.53195421412
[17, 9],7.0,5636.619550366089
[17, 10],6.0,5660.573207174188
[17, 11],6.0,5680.890278772574
[17, 12],8.0,5699.772542586704
[17, 13],10.0,5715.906283077969
[17, 14],8.0,5730.00143855442
[17, 15],12.0,5735.885817531704
[17, 16],11.0,5743.596928339609
[17, 17],9.0,5754.224241029602
[17, 18],6.0,5768.372453726509
[17, 19],6.0,5796.15587279345
[17, 20],6.0,5836.434918524466
[17, 21],4.0,5866.93555357324
[18, 0],3.0,5255.740858341487
[18, 1],2.0,5347.814603744355
[18, 2],2.0,5407.201785229677
[18, 3],2.0,5461.897813910091
[18, 4],3.0,5511.553379688274
[18, 5],3.0,5545.390375324338
[18, 6],4.0,5571.787323781642
[18, 7],3.0,5603.176280126395
[18, 8],4.0,5628.089625692576
[18, 9],7.0,5655.890783187277
[18, 10],6.0,5681.077507305032
[18, 11],8.0,5705.1265784644
[18, 12],7.0,5723.613890863123
[18, 13],8.0,5740.647216309718
[18, 14],7.0,5757.845499521911
[18, 15],8.0,5773.76501247619
[18, 16],10.0,5785.736112274006
[18, 17],8.0,5795.333073611893
[18, 18],8.0,5805.220242767049
[18, 19],7.0,5824.433886313459
[18, 20],5.0,5858.351288178119
[18, 21],4.0,5888.144826545809
[19, 0],3.0,5313.130042097086
[19, 1],2.0,5396.469414253497
[19, 2],2.0,5452.809209070748
[19, 3],3.0,5487.579304510923
[19, 4],3.0,5529.438891833292
[19, 5],4.0,5564.4036283965725
[19, 6],4.0,5594.102033573469
[19, 7],5.0,5623.395668957574
[19, 8],7.0,5651.642566547259
[19, 9],10.0,5676.564238877431
[19, 10],8.0,5701.5153180316565
[19, 11],7.0,5725.109235176316
[19, 12],6.0,5743.768104969043
[19, 13],9.0,5762.93169220686
[19, 14],7.0,5782.613725214789
[19, 15],10.0,5798.938657647644
[19, 16],8.0,5812.452106195673
[19, 17],7.0,5820.639599053182
[19, 18],5.0,5830.738113688554
[19, 19],5.0,5843.453636861198
[19, 20],4.0,5864.542146833265
[19, 21],4.0,5905.518347754748
[20, 0],2.0,5310.36465181703
[20, 1],2.0,5393.737734145561
[20, 2],5.0,5474.478669246426
[20, 3],3.0,5492.311274305833
[20, 4],3.0,5543.374040623978
[20, 5],4.0,5590.8371757938
[20, 6],5.0,5619.897321209656
[20, 7],7.0,5646.582162030934
[20, 8],7.0,5671.464071046942
[20, 9],7.0,5695.746115009879
[20, 10],8.0,5719.253700937508
[20, 11],7.0,5740.296719625187
[20, 12],7.0,5760.188961072648
[20, 13],6.0,5777.279663320857
[20, 14],7.0,5796.807487009973
[20, 15],8.0,5817.173196314197
[20, 16],11.0,5834.245026960584
[20, 17],6.0,5844.212236027298
[20, 18],5.0,5852.8128483554265
[20, 19],3.0,5863.707727576632
[20, 20],2.0,5876.244288562099
[20, 21],0.0,nan
[21, 0],4.0,5291.6657907427225
[21, 1],3.0,5378.224552240813
[21, 2],4.0,5455.496002747604
[21, 3],3.0,5517.064592599714
[21, 4],5.0,5569.268035378102
[21, 5],6.0,5616.338206327048
[21, 6],8.0,5642.544879661124
[21, 7],8.0,5666.52246032907
[21, 8],8.0,5689.847033782689
[21, 9],7.0,5712.304947291009
[21, 10],8.0,5733.87903497073
[21, 11],6.0,5753.443280667015
[21, 12],6.0,5772.842201316729
[21, 13],6.0,5790.412530410646
[21, 14],6.0,5808.4251407534075
[21, 15],7.0,5827.907290441942
[21, 16],5.0,5845.746569461034
[21, 17],4.0,5860.215026951281
[21, 18],3.0,5869.793010924593
[21, 19],2.0,5876.488705471874
[21, 20],1.0,5886.205939834229
[21, 21],0.0,nan
[22, 0],3.0,5310.715890011927
[22, 1],2.0,5393.258399957157
[22, 2],4.0,5479.137013550695
[22, 3],6.0,5543.612419692929
[22, 4],6.0,5592.964965941816
[22, 5],7.0,5632.1182680023785
[22, 6],10.0,5659.8158841242775
[22, 7],9.0,5684.356011820045
[22, 8],10.0,5705.07722801403
[22, 9],9.0,5724.8904141788535
[22, 10],7.0,5746.235952131179
[22, 11],7.0,5763.578002956423
[22, 12],7.0,5782.713213977194
[22, 13],6.0,5801.864739384737
[22, 14],7.0,5819.502690468513
[22, 15],7.0,5834.413450605637
[22, 16],7.0,5850.780625817827
[22, 17],5.0,5867.255778139361
[22, 18],2.0,5875.771636051403
[22, 19],1.0,5885.659432456269
[22, 20],1.0,5894.126033457048
[22, 21],0.0,nan
[23, 0],3.0,5334.731099922856
[23, 1],3.0,5422.968487109934
[23, 2],4.0,5504.567602522216
[23, 3],6.0,5561.154578741892
[23, 4],8.0,5603.728189592203
[23, 5],7.0,5639.569408667328
[23, 6],9.0,5667.661027511066
[23, 7],9.0,5693.124981820429
[23, 8],9.0,5714.518428147004
[23, 9],9.0,5734.331455800086
[23, 10],8.0,5754.63764300352
[23, 11],9.0,5772.909130590889
[23, 12],6.0,5791.777702354926
[23, 13],9.0,5808.801915541118
[23, 14],7.0,5825.449892444841
[23, 15],7.0,5839.45889709241
[23, 16],6.0,5852.241947003003
[23, 17],5.0,5864.690902731354
[23, 18],3.0,5875.3370222149815
[23, 19],0.0,nan
[23, 20],0.0,nan
[23, 21],0.0,nan
[24, 0],5.0,5359.2745806515295
[24, 1],6.0,5451.767686986457
[24, 2],5.0,5521.312298221256
[24, 3],5.0,5569.001348355419
[24, 4],7.0,5608.77180922289
[24, 5],6.0,5643.123534128739
[24, 6],7.0,5671.154252785156
[24, 7],8.0,5697.922917297114
[24, 8],9.0,5721.715201592091
[24, 9],8.0,5741.235704471827
[24, 10],8.0,5761.999122813674
[24, 11],6.0,5781.634287297974
[24, 12],6.0,5800.9840878932455
[24, 13],9.0,5815.065302206682
[24, 14],7.0,5828.450435897634
[24, 15],7.0,5842.686111798925
[24, 16],6.0,5854.991939530061
[24, 17],4.0,5865.539788845754
[24, 18],2.0,5874.714750572198
[24, 19],2.0,5874.431543904458
[24, 20],0.0,nan
[24, 21],0.0,nan
[25, 0],4.0,5397.2920403049175
[25, 1],4.0,5483.1114305596
[25, 2],5.0,5532.336114569948
[25, 3],5.0,5574.384814090281
[25, 4],6.0,5612.721048835024
[25, 5],6.0,5643.331182933114
[25, 6],6.0,5670.613020212316
[25, 7],5.0,5695.90189757022
[25, 8],4.0,5723.414570887793
[25, 9],6.0,5746.489372557255
[25, 10],6.0,5769.538632998442
[25, 11],6.0,5789.605811341287
[25, 12],5.0,5810.230240824187
[25, 13],5.0,5821.823819739457
[25, 14],6.0,5834.135795425838
[25, 15],5.0,5847.223184759064
[25, 16],6.0,5860.015631065772
[25, 17],8.0,5869.565056210494
[25, 18],7.0,5875.69531350995
[25, 19],4.0,5879.224484387625
[25, 20],2.0,5881.016519716125
[25, 21],0.0,nan
[26, 0],3.0,5433.49203166202
[26, 1],2.0,5497.911268445664
[26, 2],3.0,5543.472963802505
[26, 3],4.0,5582.285644308177
[26, 4],5.0,5612.903455270863
[26, 5],5.0,5639.9196153059975
[26, 6],3.0,5668.321311788464
[26, 7],3.0,5693.192375779596
[26, 8],4.0,5722.145711475252
[26, 9],3.0,5749.641712133533
[26, 10],3.0,5777.094722258707
[26, 11],4.0,5798.972177692445
[26, 12],3.0,5816.719897635381
[26, 13],4.0,5830.201060514813
[26, 14],4.0,5839.958346785428
[26, 15],7.0,5854.374594301143
[26, 16],8.0,5868.351207465651
[26, 17],7.0,5876.575157152809
[26, 18],5.0,5882.811359071939
[26, 19],5.0,5886.023653543156
[26, 20],2.0,5886.403033126461
[26, 21],2.0,5889.863566110132
[27, 0],2.0,5463.755017850436
[27, 1],2.0,5507.371031998549
[27, 2],2.0,5549.5184533273095
[27, 3],3.0,5584.508160938756
[27, 4],2.0,5607.400459734122
[27, 5],1.0,5630.412033329781
[27, 6],2.0,5659.095779447175
[27, 7],1.0,5687.399650618561
[27, 8],1.0,5717.7485566097075
[27, 9],2.0,5749.738223782651
[27, 10],2.0,5781.897330811285
[27, 11],1.0,5807.345709623397
[27, 12],2.0,5825.272346861884
[27, 13],2.0,5837.871689058879
[27, 14],3.0,5847.1419852101435
[27, 15],5.0,5865.843150680003
[27, 16],7.0,5877.654961797562
[27, 17],6.0,5884.861048003616
[27, 18],5.0,5889.077523309126
[27, 19],5.0,5891.670234271131
[27, 20],4.0,5892.031268946642
[27, 21],2.0,5893.022718659278
